src,dst,relation
camp-e9dca64fe6,45.83.64.103,originates_from_ip
sess-7a1abafa7c,svc-backup,observed_user
camp-e9dca64fe6,198.51.100.244,originates_from_ip
camp-e9dca64fe6,198.51.100.244,originates_from_ip
camp-e9dca64fe6,198.51.10.217,originates_from_ip
sess-7a1abafa7c,priya,observed_user
camp-e9dca64fe6,198.51.100.244,originates_from_ip
camp-e9dca64fe6,45.83.64.103,originates_from_ip
sess-7a1abafa7c,root,observed_user
camp-e9dca64fe6,185.220.101.17,originates_from_ip
sess-7a1abafa7c,admin,observed_user
camp-e9dca64fe6,198.51.100.244,originates_from_ip
camp-e9dca64fe6,185.220.101.17,originates_from_ip
sess-7a1abafa7c,root,observed_user
camp-e9dca64fe6,185.220.101.17,originates_from_ip
sess-7a1abafa7c,root,observed_user
camp-e9dca64fe6,185.220.101.17,originates_from_ip
sess-7a1abafa7c,svc-backup,observed_user
camp-e9dca64fe6,185.220.101.61,originates_from_ip
sess-7a1abafa7c,ubuntu,observed_user
camp-e9dca64fe6,185.220.101.61,originates_from_ip
sess-7a1abafa7c,root,observed_user
camp-e9dca64fe6,185.220.101.61,originates_from_ip
sess-7a1abafa7c,root,observed_user
camp-e9dca64fe6,185.220.101.61,originates_from_ip
sess-7a1abafa7c,admin,observed_user
camp-e9dca64fe6,185.220.101.61,originates_from_ip
sess-7a1abafa7c,admin,observed_user
camp-e9dca64fe6,198.51.100.244,originates_from_ip
camp-e9dca64fe6,198.51.10.61,originates_from_ip
sess-7a1abafa7c,priya,observed_user
camp-e9dca64fe6,185.220.101.17,originates_from_ip
sess-7a1abafa7c,ubuntu,observed_user
camp-e9dca64fe6,185.220.101.17,originates_from_ip
sess-7a1abafa7c,root,observed_user
camp-e9dca64fe6,185.220.101.17,originates_from_ip
sess-7a1abafa7c,ubuntu,observed_user
camp-e9dca64fe6,185.220.101.17,originates_from_ip
sess-7a1abafa7c,ubuntu,observed_user
camp-e9dca64fe6,198.51.100.244,originates_from_ip
camp-e9dca64fe6,10.10.20.137,originates_from_ip
sess-7a1abafa7c,ubuntu,observed_user
camp-e9dca64fe6,10.10.20.137,originates_from_ip
sess-7a1abafa7c,root,observed_user
camp-e9dca64fe6,10.10.20.137,originates_from_ip
sess-7a1abafa7c,ubuntu,observed_user
camp-e9dca64fe6,10.10.20.137,originates_from_ip
sess-7a1abafa7c,svc-backup,observed_user
camp-e9dca64fe6,198.51.100.244,originates_from_ip
camp-e9dca64fe6,198.51.100.244,originates_from_ip
sess-96f698158c,alex,observed_user
sess-96f698158c,samir,observed_user
sess-96f698158c,priya,observed_user
sess-96f698158c,samir,observed_user
camp-557af10885,198.51.100.163,originates_from_ip
camp-557af10885,198.51.10.92,originates_from_ip
sess-8e7fa32d88,maria,observed_user
camp-557af10885,198.51.100.163,originates_from_ip
camp-557af10885,45.83.64.20,originates_from_ip
sess-8e7fa32d88,root,observed_user
camp-557af10885,198.51.10.31,originates_from_ip
sess-8e7fa32d88,maria,observed_user
camp-557af10885,45.83.64.20,originates_from_ip
sess-8e7fa32d88,svc-backup,observed_user
camp-557af10885,45.83.64.20,originates_from_ip
sess-8e7fa32d88,root,observed_user
camp-557af10885,198.51.100.163,originates_from_ip
camp-557af10885,45.83.64.20,originates_from_ip
sess-8e7fa32d88,ubuntu,observed_user
camp-557af10885,198.51.10.229,originates_from_ip
sess-8e7fa32d88,maria,observed_user
camp-557af10885,45.83.64.20,originates_from_ip
sess-8e7fa32d88,svc-backup,observed_user
camp-557af10885,198.51.100.163,originates_from_ip
camp-557af10885,45.83.64.67,originates_from_ip
sess-8e7fa32d88,root,observed_user
camp-557af10885,198.51.100.163,originates_from_ip
camp-557af10885,45.83.64.67,originates_from_ip
sess-8e7fa32d88,root,observed_user
camp-557af10885,185.220.101.68,originates_from_ip
sess-8e7fa32d88,root,observed_user
camp-557af10885,185.220.101.68,originates_from_ip
sess-8e7fa32d88,admin,observed_user
camp-557af10885,198.51.100.163,originates_from_ip
camp-557af10885,185.220.101.68,originates_from_ip
sess-8e7fa32d88,admin,observed_user
camp-557af10885,185.220.101.68,originates_from_ip
sess-8e7fa32d88,admin,observed_user
camp-557af10885,185.220.101.68,originates_from_ip
sess-8e7fa32d88,svc-backup,observed_user
camp-557af10885,198.51.10.79,originates_from_ip
sess-8e7fa32d88,maria,observed_user
camp-557af10885,185.220.101.68,originates_from_ip
sess-8e7fa32d88,admin,observed_user
camp-557af10885,185.220.101.239,originates_from_ip
sess-8e7fa32d88,ubuntu,observed_user
camp-557af10885,185.220.101.239,originates_from_ip
sess-8e7fa32d88,admin,observed_user
camp-557af10885,185.220.101.239,originates_from_ip
sess-8e7fa32d88,root,observed_user
camp-557af10885,185.220.101.239,originates_from_ip
sess-8e7fa32d88,admin,observed_user
camp-557af10885,10.10.20.9,originates_from_ip
sess-8e7fa32d88,admin,observed_user
camp-557af10885,10.10.20.9,originates_from_ip
sess-8e7fa32d88,admin,observed_user
camp-557af10885,10.10.20.9,originates_from_ip
sess-8e7fa32d88,admin,observed_user
camp-557af10885,10.10.20.9,originates_from_ip
sess-8e7fa32d88,root,observed_user
camp-557af10885,10.10.20.9,originates_from_ip
sess-8e7fa32d88,svc-backup,observed_user
camp-557af10885,10.10.20.9,originates_from_ip
sess-8e7fa32d88,ubuntu,observed_user
camp-557af10885,198.51.10.238,originates_from_ip
sess-8e7fa32d88,alex,observed_user
camp-557af10885,10.10.20.91,originates_from_ip
sess-8e7fa32d88,root,observed_user
camp-557af10885,10.10.20.91,originates_from_ip
sess-8e7fa32d88,admin,observed_user
camp-557af10885,198.51.10.69,originates_from_ip
sess-8e7fa32d88,priya,observed_user
sess-12993db174,samir,observed_user
sess-12993db174,maria,observed_user
sess-12993db174,priya,observed_user
sess-12993db174,alex,observed_user
camp-c27a07dc0c,198.51.100.136,originates_from_ip
camp-c27a07dc0c,45.83.64.172,originates_from_ip
sess-d25871d8f1,ubuntu,observed_user
camp-c27a07dc0c,198.51.10.113,originates_from_ip
sess-d25871d8f1,priya,observed_user
camp-c27a07dc0c,198.51.100.136,originates_from_ip
camp-c27a07dc0c,198.51.100.136,originates_from_ip
camp-c27a07dc0c,198.51.100.136,originates_from_ip
camp-c27a07dc0c,45.83.64.172,originates_from_ip
sess-d25871d8f1,ubuntu,observed_user
camp-c27a07dc0c,45.83.64.172,originates_from_ip
sess-d25871d8f1,root,observed_user
camp-c27a07dc0c,198.51.100.136,originates_from_ip
camp-c27a07dc0c,45.83.64.111,originates_from_ip
sess-d25871d8f1,svc-backup,observed_user
camp-c27a07dc0c,198.51.10.224,originates_from_ip
sess-d25871d8f1,samir,observed_user
camp-c27a07dc0c,45.83.64.111,originates_from_ip
sess-d25871d8f1,svc-backup,observed_user
camp-c27a07dc0c,45.83.64.111,originates_from_ip
sess-d25871d8f1,ubuntu,observed_user
camp-c27a07dc0c,198.51.10.72,originates_from_ip
sess-d25871d8f1,samir,observed_user
camp-c27a07dc0c,45.83.64.111,originates_from_ip
sess-d25871d8f1,svc-backup,observed_user
camp-c27a07dc0c,185.220.101.159,originates_from_ip
sess-d25871d8f1,admin,observed_user
camp-c27a07dc0c,185.220.101.159,originates_from_ip
sess-d25871d8f1,admin,observed_user
camp-c27a07dc0c,185.220.101.208,originates_from_ip
sess-d25871d8f1,root,observed_user
camp-c27a07dc0c,198.51.10.116,originates_from_ip
sess-d25871d8f1,alex,observed_user
camp-c27a07dc0c,185.220.101.208,originates_from_ip
sess-d25871d8f1,svc-backup,observed_user
camp-c27a07dc0c,185.220.101.208,originates_from_ip
sess-d25871d8f1,root,observed_user
camp-c27a07dc0c,10.10.20.246,originates_from_ip
sess-d25871d8f1,root,observed_user
camp-c27a07dc0c,198.51.10.3,originates_from_ip
sess-d25871d8f1,alex,observed_user
camp-c27a07dc0c,10.10.20.246,originates_from_ip
sess-d25871d8f1,admin,observed_user
camp-c27a07dc0c,10.10.20.200,originates_from_ip
sess-d25871d8f1,admin,observed_user
camp-c27a07dc0c,10.10.20.200,originates_from_ip
sess-d25871d8f1,admin,observed_user
camp-78abd0682b,198.51.10.123,originates_from_ip
sess-9962e9a6c2,maria,observed_user
camp-78abd0682b,45.83.64.207,originates_from_ip
sess-9962e9a6c2,ubuntu,observed_user
camp-78abd0682b,198.51.100.178,originates_from_ip
camp-78abd0682b,45.83.64.207,originates_from_ip
sess-9962e9a6c2,admin,observed_user
camp-78abd0682b,198.51.10.11,originates_from_ip
sess-9962e9a6c2,priya,observed_user
camp-78abd0682b,198.51.100.178,originates_from_ip
camp-78abd0682b,45.83.64.207,originates_from_ip
sess-9962e9a6c2,admin,observed_user
camp-78abd0682b,198.51.10.204,originates_from_ip
sess-9962e9a6c2,samir,observed_user
camp-78abd0682b,45.83.64.207,originates_from_ip
sess-9962e9a6c2,ubuntu,observed_user
camp-78abd0682b,185.220.101.77,originates_from_ip
sess-9962e9a6c2,ubuntu,observed_user
camp-78abd0682b,185.220.101.77,originates_from_ip
sess-9962e9a6c2,root,observed_user
camp-78abd0682b,185.220.101.225,originates_from_ip
sess-9962e9a6c2,ubuntu,observed_user
camp-78abd0682b,198.51.100.178,originates_from_ip
camp-78abd0682b,185.220.101.225,originates_from_ip
sess-9962e9a6c2,svc-backup,observed_user
camp-78abd0682b,198.51.10.38,originates_from_ip
sess-9962e9a6c2,samir,observed_user
camp-78abd0682b,185.220.101.225,originates_from_ip
sess-9962e9a6c2,svc-backup,observed_user
camp-78abd0682b,185.220.101.222,originates_from_ip
sess-9962e9a6c2,admin,observed_user
camp-78abd0682b,198.51.100.178,originates_from_ip
camp-78abd0682b,185.220.101.222,originates_from_ip
sess-9962e9a6c2,ubuntu,observed_user
camp-78abd0682b,185.220.101.222,originates_from_ip
sess-9962e9a6c2,ubuntu,observed_user
camp-78abd0682b,185.220.101.222,originates_from_ip
sess-9962e9a6c2,svc-backup,observed_user
camp-78abd0682b,10.10.20.109,originates_from_ip
sess-9962e9a6c2,admin,observed_user
camp-78abd0682b,10.10.20.109,originates_from_ip
sess-9962e9a6c2,admin,observed_user
camp-78abd0682b,10.10.20.109,originates_from_ip
sess-9962e9a6c2,svc-backup,observed_user
camp-78abd0682b,198.51.100.178,originates_from_ip
camp-78abd0682b,10.10.20.109,originates_from_ip
sess-9962e9a6c2,ubuntu,observed_user
camp-78abd0682b,10.10.20.109,originates_from_ip
sess-9962e9a6c2,root,observed_user
camp-78abd0682b,198.51.100.178,originates_from_ip
sess-b61f51c8b9,samir,observed_user
sess-b61f51c8b9,maria,observed_user
sess-b61f51c8b9,priya,observed_user
camp-cae66bddea,198.51.100.47,originates_from_ip
camp-cae66bddea,45.83.64.50,originates_from_ip
sess-69f7732ea4,admin,observed_user
camp-cae66bddea,45.83.64.50,originates_from_ip
sess-69f7732ea4,svc-backup,observed_user
camp-cae66bddea,198.51.10.199,originates_from_ip
sess-69f7732ea4,priya,observed_user
camp-cae66bddea,198.51.100.47,originates_from_ip
camp-cae66bddea,45.83.64.50,originates_from_ip
sess-69f7732ea4,root,observed_user
camp-cae66bddea,198.51.10.45,originates_from_ip
sess-69f7732ea4,maria,observed_user
camp-cae66bddea,45.83.64.50,originates_from_ip
sess-69f7732ea4,ubuntu,observed_user
camp-cae66bddea,45.83.64.50,originates_from_ip
sess-69f7732ea4,ubuntu,observed_user
camp-cae66bddea,198.51.10.68,originates_from_ip
sess-69f7732ea4,maria,observed_user
camp-cae66bddea,198.51.100.47,originates_from_ip
camp-cae66bddea,198.51.100.47,originates_from_ip
camp-cae66bddea,45.83.64.103,originates_from_ip
sess-69f7732ea4,root,observed_user
camp-cae66bddea,45.83.64.103,originates_from_ip
sess-69f7732ea4,root,observed_user
camp-cae66bddea,198.51.100.47,originates_from_ip
camp-cae66bddea,45.83.64.103,originates_from_ip
sess-69f7732ea4,admin,observed_user
camp-cae66bddea,185.220.101.136,originates_from_ip
sess-69f7732ea4,svc-backup,observed_user
camp-cae66bddea,185.220.101.136,originates_from_ip
sess-69f7732ea4,root,observed_user
camp-cae66bddea,185.220.101.136,originates_from_ip
sess-69f7732ea4,root,observed_user
camp-cae66bddea,185.220.101.218,originates_from_ip
sess-69f7732ea4,ubuntu,observed_user
camp-cae66bddea,198.51.10.199,originates_from_ip
sess-69f7732ea4,alex,observed_user
camp-cae66bddea,185.220.101.218,originates_from_ip
sess-69f7732ea4,ubuntu,observed_user
camp-cae66bddea,185.220.101.218,originates_from_ip
sess-69f7732ea4,admin,observed_user
camp-cae66bddea,10.10.20.229,originates_from_ip
sess-69f7732ea4,root,observed_user
camp-cae66bddea,10.10.20.229,originates_from_ip
sess-69f7732ea4,root,observed_user
camp-cae66bddea,10.10.20.229,originates_from_ip
sess-69f7732ea4,svc-backup,observed_user
camp-cae66bddea,198.51.10.72,originates_from_ip
sess-69f7732ea4,priya,observed_user
camp-cae66bddea,10.10.20.114,originates_from_ip
sess-69f7732ea4,ubuntu,observed_user
camp-cae66bddea,10.10.20.114,originates_from_ip
sess-69f7732ea4,svc-backup,observed_user
camp-cae66bddea,198.51.10.113,originates_from_ip
sess-69f7732ea4,alex,observed_user
sess-995f324d6c,priya,observed_user
sess-995f324d6c,alex,observed_user
sess-995f324d6c,priya,observed_user
sess-995f324d6c,maria,observed_user
camp-61e2d268a5,198.51.10.144,originates_from_ip
sess-0809dd3138,maria,observed_user
camp-61e2d268a5,198.51.100.77,originates_from_ip
camp-61e2d268a5,45.83.64.30,originates_from_ip
sess-0809dd3138,svc-backup,observed_user
camp-61e2d268a5,45.83.64.30,originates_from_ip
sess-0809dd3138,root,observed_user
camp-61e2d268a5,198.51.10.227,originates_from_ip
sess-0809dd3138,alex,observed_user
camp-61e2d268a5,198.51.100.77,originates_from_ip
camp-61e2d268a5,198.51.100.77,originates_from_ip
camp-61e2d268a5,45.83.64.30,originates_from_ip
sess-0809dd3138,admin,observed_user
camp-61e2d268a5,185.220.101.10,originates_from_ip
sess-0809dd3138,root,observed_user
camp-61e2d268a5,185.220.101.10,originates_from_ip
sess-0809dd3138,svc-backup,observed_user
camp-61e2d268a5,185.220.101.10,originates_from_ip
sess-0809dd3138,root,observed_user
camp-61e2d268a5,185.220.101.10,originates_from_ip
sess-0809dd3138,root,observed_user
camp-61e2d268a5,198.51.100.77,originates_from_ip
camp-61e2d268a5,198.51.10.226,originates_from_ip
sess-0809dd3138,priya,observed_user
camp-61e2d268a5,185.220.101.21,originates_from_ip
sess-0809dd3138,svc-backup,observed_user
camp-61e2d268a5,185.220.101.21,originates_from_ip
sess-0809dd3138,svc-backup,observed_user
camp-61e2d268a5,185.220.101.21,originates_from_ip
sess-0809dd3138,root,observed_user
camp-61e2d268a5,185.220.101.21,originates_from_ip
sess-0809dd3138,ubuntu,observed_user
camp-61e2d268a5,185.220.101.21,originates_from_ip
sess-0809dd3138,admin,observed_user
camp-61e2d268a5,198.51.100.77,originates_from_ip
camp-61e2d268a5,198.51.10.153,originates_from_ip
sess-0809dd3138,maria,observed_user
camp-61e2d268a5,185.220.101.21,originates_from_ip
sess-0809dd3138,admin,observed_user
camp-61e2d268a5,185.220.101.98,originates_from_ip
sess-0809dd3138,ubuntu,observed_user
camp-61e2d268a5,185.220.101.98,originates_from_ip
sess-0809dd3138,ubuntu,observed_user
camp-61e2d268a5,198.51.10.250,originates_from_ip
sess-0809dd3138,samir,observed_user
camp-61e2d268a5,185.220.101.98,originates_from_ip
sess-0809dd3138,root,observed_user
camp-61e2d268a5,10.10.20.135,originates_from_ip
sess-0809dd3138,ubuntu,observed_user
camp-61e2d268a5,10.10.20.135,originates_from_ip
sess-0809dd3138,ubuntu,observed_user
sess-ade71205ac,maria,observed_user
sess-ade71205ac,samir,observed_user
sess-ade71205ac,alex,observed_user
sess-ade71205ac,priya,observed_user
sess-ade71205ac,maria,observed_user
camp-ecfd5e9e91,45.83.64.197,originates_from_ip
sess-c03477ced7,root,observed_user
camp-ecfd5e9e91,198.51.100.134,originates_from_ip
camp-ecfd5e9e91,198.51.10.181,originates_from_ip
sess-c03477ced7,samir,observed_user
camp-ecfd5e9e91,45.83.64.197,originates_from_ip
sess-c03477ced7,root,observed_user
camp-ecfd5e9e91,198.51.100.134,originates_from_ip
camp-ecfd5e9e91,45.83.64.197,originates_from_ip
sess-c03477ced7,ubuntu,observed_user
camp-ecfd5e9e91,198.51.100.134,originates_from_ip
camp-ecfd5e9e91,45.83.64.197,originates_from_ip
sess-c03477ced7,svc-backup,observed_user
camp-ecfd5e9e91,198.51.10.3,originates_from_ip
sess-c03477ced7,maria,observed_user
camp-ecfd5e9e91,45.83.64.197,originates_from_ip
sess-c03477ced7,root,observed_user
camp-ecfd5e9e91,198.51.100.134,originates_from_ip
camp-ecfd5e9e91,45.83.64.82,originates_from_ip
sess-c03477ced7,admin,observed_user
camp-ecfd5e9e91,198.51.10.90,originates_from_ip
sess-c03477ced7,priya,observed_user
camp-ecfd5e9e91,45.83.64.82,originates_from_ip
sess-c03477ced7,admin,observed_user
camp-ecfd5e9e91,185.220.101.72,originates_from_ip
sess-c03477ced7,ubuntu,observed_user
camp-ecfd5e9e91,198.51.10.131,originates_from_ip
sess-c03477ced7,alex,observed_user
camp-ecfd5e9e91,198.51.100.134,originates_from_ip
camp-ecfd5e9e91,185.220.101.72,originates_from_ip
sess-c03477ced7,ubuntu,observed_user
camp-ecfd5e9e91,185.220.101.72,originates_from_ip
sess-c03477ced7,admin,observed_user
camp-ecfd5e9e91,185.220.101.72,originates_from_ip
sess-c03477ced7,root,observed_user
camp-ecfd5e9e91,185.220.101.139,originates_from_ip
sess-c03477ced7,ubuntu,observed_user
camp-ecfd5e9e91,198.51.100.134,originates_from_ip
camp-ecfd5e9e91,185.220.101.139,originates_from_ip
sess-c03477ced7,root,observed_user
camp-ecfd5e9e91,185.220.101.139,originates_from_ip
sess-c03477ced7,ubuntu,observed_user
camp-ecfd5e9e91,10.10.20.218,originates_from_ip
sess-c03477ced7,root,observed_user
camp-ecfd5e9e91,10.10.20.218,originates_from_ip
sess-c03477ced7,svc-backup,observed_user
camp-ecfd5e9e91,198.51.10.11,originates_from_ip
sess-c03477ced7,alex,observed_user
camp-ecfd5e9e91,10.10.20.218,originates_from_ip
sess-c03477ced7,svc-backup,observed_user
camp-ecfd5e9e91,10.10.20.218,originates_from_ip
sess-c03477ced7,ubuntu,observed_user
camp-ecfd5e9e91,10.10.20.147,originates_from_ip
sess-c03477ced7,root,observed_user
camp-ecfd5e9e91,10.10.20.147,originates_from_ip
sess-c03477ced7,ubuntu,observed_user
camp-ecfd5e9e91,10.10.20.147,originates_from_ip
sess-c03477ced7,root,observed_user
camp-ecfd5e9e91,10.10.20.147,originates_from_ip
sess-c03477ced7,ubuntu,observed_user
sess-9c56d21a94,maria,observed_user
sess-9c56d21a94,alex,observed_user
sess-9c56d21a94,samir,observed_user
sess-d6d8aaa4db,alex,observed_user
sess-d6d8aaa4db,maria,observed_user
sess-d6d8aaa4db,samir,observed_user
sess-491752d3e9,alex,observed_user
sess-491752d3e9,alex,observed_user
sess-491752d3e9,priya,observed_user
sess-491752d3e9,priya,observed_user
camp-c4839093af,198.51.100.5,originates_from_ip
camp-c4839093af,198.51.10.192,originates_from_ip
sess-fb0c0df6ab,priya,observed_user
camp-c4839093af,45.83.64.75,originates_from_ip
sess-fb0c0df6ab,ubuntu,observed_user
camp-c4839093af,198.51.10.173,originates_from_ip
sess-fb0c0df6ab,alex,observed_user
camp-c4839093af,45.83.64.75,originates_from_ip
sess-fb0c0df6ab,svc-backup,observed_user
camp-c4839093af,198.51.100.5,originates_from_ip
camp-c4839093af,198.51.10.140,originates_from_ip
sess-fb0c0df6ab,samir,observed_user
camp-c4839093af,45.83.64.75,originates_from_ip
sess-fb0c0df6ab,ubuntu,observed_user
camp-c4839093af,45.83.64.75,originates_from_ip
sess-fb0c0df6ab,admin,observed_user
camp-c4839093af,198.51.100.5,originates_from_ip
camp-c4839093af,45.83.64.112,originates_from_ip
sess-fb0c0df6ab,ubuntu,observed_user
camp-c4839093af,45.83.64.112,originates_from_ip
sess-fb0c0df6ab,root,observed_user
camp-c4839093af,45.83.64.112,originates_from_ip
sess-fb0c0df6ab,root,observed_user
camp-c4839093af,185.220.101.206,originates_from_ip
sess-fb0c0df6ab,svc-backup,observed_user
camp-c4839093af,198.51.10.68,originates_from_ip
sess-fb0c0df6ab,maria,observed_user
camp-c4839093af,185.220.101.206,originates_from_ip
sess-fb0c0df6ab,admin,observed_user
camp-c4839093af,185.220.101.206,originates_from_ip
sess-fb0c0df6ab,svc-backup,observed_user
camp-c4839093af,185.220.101.67,originates_from_ip
sess-fb0c0df6ab,root,observed_user
camp-c4839093af,185.220.101.67,originates_from_ip
sess-fb0c0df6ab,root,observed_user
camp-c4839093af,198.51.100.5,originates_from_ip
camp-c4839093af,185.220.101.67,originates_from_ip
sess-fb0c0df6ab,root,observed_user
camp-c4839093af,185.220.101.67,originates_from_ip
sess-fb0c0df6ab,root,observed_user
camp-c4839093af,10.10.20.103,originates_from_ip
sess-fb0c0df6ab,svc-backup,observed_user
camp-c4839093af,10.10.20.103,originates_from_ip
sess-fb0c0df6ab,root,observed_user
camp-c4839093af,198.51.100.5,originates_from_ip
camp-c4839093af,10.10.20.103,originates_from_ip
sess-fb0c0df6ab,root,observed_user
camp-c4839093af,10.10.20.103,originates_from_ip
sess-fb0c0df6ab,root,observed_user
camp-c4839093af,10.10.20.100,originates_from_ip
sess-fb0c0df6ab,admin,observed_user
camp-c4839093af,10.10.20.100,originates_from_ip
sess-fb0c0df6ab,ubuntu,observed_user
camp-c4839093af,10.10.20.100,originates_from_ip
sess-fb0c0df6ab,ubuntu,observed_user
camp-c4839093af,10.10.20.100,originates_from_ip
sess-fb0c0df6ab,root,observed_user
camp-c4839093af,10.10.20.100,originates_from_ip
sess-fb0c0df6ab,root,observed_user
camp-c4839093af,198.51.100.5,originates_from_ip
camp-c4839093af,198.51.100.5,originates_from_ip
sess-a336756d57,samir,observed_user
sess-a336756d57,alex,observed_user
sess-a336756d57,priya,observed_user
sess-a336756d57,maria,observed_user
sess-a336756d57,maria,observed_user
sess-a336756d57,alex,observed_user
sess-7c94a990af,alex,observed_user
sess-7c94a990af,alex,observed_user
sess-7c94a990af,alex,observed_user
sess-7c94a990af,alex,observed_user
sess-e1b71490f9,alex,observed_user
sess-e1b71490f9,alex,observed_user
sess-e1b71490f9,alex,observed_user
sess-247aa6ef1e,alex,observed_user
sess-247aa6ef1e,alex,observed_user
sess-247aa6ef1e,alex,observed_user
sess-4003a744a6,alex,observed_user
sess-4003a744a6,samir,observed_user
sess-4003a744a6,maria,observed_user
sess-4003a744a6,maria,observed_user
sess-4003a744a6,priya,observed_user
sess-4003a744a6,alex,observed_user
sess-4c5df5c145,alex,observed_user
sess-4c5df5c145,samir,observed_user
sess-4c5df5c145,maria,observed_user
sess-4c5df5c145,priya,observed_user
sess-4c5df5c145,priya,observed_user
sess-fe52757f49,priya,observed_user
sess-fe52757f49,priya,observed_user
sess-fe52757f49,alex,observed_user
sess-fe52757f49,alex,observed_user
sess-fe52757f49,maria,observed_user
camp-e3ecd481de,45.83.64.107,originates_from_ip
sess-dbe5b2999e,admin,observed_user
camp-e3ecd481de,45.83.64.107,originates_from_ip
sess-dbe5b2999e,svc-backup,observed_user
camp-e3ecd481de,198.51.10.122,originates_from_ip
sess-dbe5b2999e,priya,observed_user
camp-e3ecd481de,185.220.101.215,originates_from_ip
sess-dbe5b2999e,admin,observed_user
camp-e3ecd481de,185.220.101.215,originates_from_ip
sess-dbe5b2999e,admin,observed_user
camp-e3ecd481de,198.51.100.240,originates_from_ip
camp-e3ecd481de,185.220.101.215,originates_from_ip
sess-dbe5b2999e,admin,observed_user
camp-e3ecd481de,185.220.101.57,originates_from_ip
sess-dbe5b2999e,root,observed_user
camp-e3ecd481de,185.220.101.57,originates_from_ip
sess-dbe5b2999e,root,observed_user
camp-e3ecd481de,185.220.101.79,originates_from_ip
sess-dbe5b2999e,ubuntu,observed_user
camp-e3ecd481de,198.51.10.11,originates_from_ip
sess-dbe5b2999e,samir,observed_user
camp-e3ecd481de,185.220.101.79,originates_from_ip
sess-dbe5b2999e,svc-backup,observed_user
camp-e3ecd481de,185.220.101.79,originates_from_ip
sess-dbe5b2999e,admin,observed_user
camp-e3ecd481de,185.220.101.79,originates_from_ip
sess-dbe5b2999e,root,observed_user
camp-e3ecd481de,198.51.100.240,originates_from_ip
camp-e3ecd481de,10.10.20.117,originates_from_ip
sess-dbe5b2999e,svc-backup,observed_user
camp-e3ecd481de,10.10.20.117,originates_from_ip
sess-dbe5b2999e,ubuntu,observed_user
camp-e3ecd481de,10.10.20.117,originates_from_ip
sess-dbe5b2999e,svc-backup,observed_user
camp-e3ecd481de,10.10.20.117,originates_from_ip
sess-dbe5b2999e,svc-backup,observed_user
camp-e3ecd481de,198.51.10.92,originates_from_ip
sess-dbe5b2999e,priya,observed_user
camp-e3ecd481de,10.10.20.117,originates_from_ip
sess-dbe5b2999e,admin,observed_user
camp-e3ecd481de,198.51.100.240,originates_from_ip
camp-e3ecd481de,198.51.100.240,originates_from_ip
camp-e3ecd481de,198.51.10.64,originates_from_ip
sess-dbe5b2999e,alex,observed_user
camp-e3ecd481de,198.51.10.58,originates_from_ip
sess-dbe5b2999e,alex,observed_user
camp-e3ecd481de,198.51.100.240,originates_from_ip
camp-e3ecd481de,198.51.100.240,originates_from_ip
camp-e3ecd481de,198.51.10.180,originates_from_ip
sess-dbe5b2999e,maria,observed_user
camp-e3ecd481de,198.51.100.240,originates_from_ip
camp-9e1cfbf2b4,45.83.64.198,originates_from_ip
sess-f9e51d2014,root,observed_user
camp-9e1cfbf2b4,198.51.10.9,originates_from_ip
sess-f9e51d2014,samir,observed_user
camp-9e1cfbf2b4,198.51.100.18,originates_from_ip
camp-9e1cfbf2b4,198.51.10.150,originates_from_ip
sess-f9e51d2014,maria,observed_user
camp-9e1cfbf2b4,198.51.100.18,originates_from_ip
camp-9e1cfbf2b4,45.83.64.198,originates_from_ip
sess-f9e51d2014,admin,observed_user
camp-9e1cfbf2b4,198.51.100.18,originates_from_ip
camp-9e1cfbf2b4,185.220.101.214,originates_from_ip
sess-f9e51d2014,admin,observed_user
camp-9e1cfbf2b4,185.220.101.214,originates_from_ip
sess-f9e51d2014,svc-backup,observed_user
camp-9e1cfbf2b4,185.220.101.214,originates_from_ip
sess-f9e51d2014,svc-backup,observed_user
camp-9e1cfbf2b4,185.220.101.214,originates_from_ip
sess-f9e51d2014,admin,observed_user
camp-9e1cfbf2b4,198.51.10.172,originates_from_ip
sess-f9e51d2014,priya,observed_user
camp-9e1cfbf2b4,185.220.101.43,originates_from_ip
sess-f9e51d2014,admin,observed_user
camp-9e1cfbf2b4,185.220.101.43,originates_from_ip
sess-f9e51d2014,admin,observed_user
camp-9e1cfbf2b4,198.51.100.18,originates_from_ip
camp-9e1cfbf2b4,198.51.10.193,originates_from_ip
sess-f9e51d2014,maria,observed_user
camp-9e1cfbf2b4,185.220.101.43,originates_from_ip
sess-f9e51d2014,svc-backup,observed_user
camp-9e1cfbf2b4,185.220.101.43,originates_from_ip
sess-f9e51d2014,ubuntu,observed_user
camp-9e1cfbf2b4,185.220.101.43,originates_from_ip
sess-f9e51d2014,ubuntu,observed_user
camp-9e1cfbf2b4,185.220.101.25,originates_from_ip
sess-f9e51d2014,ubuntu,observed_user
camp-9e1cfbf2b4,198.51.100.18,originates_from_ip
camp-9e1cfbf2b4,185.220.101.25,originates_from_ip
sess-f9e51d2014,svc-backup,observed_user
camp-9e1cfbf2b4,185.220.101.25,originates_from_ip
sess-f9e51d2014,ubuntu,observed_user
camp-9e1cfbf2b4,10.10.20.172,originates_from_ip
sess-f9e51d2014,ubuntu,observed_user
camp-9e1cfbf2b4,10.10.20.172,originates_from_ip
